
   ACTIONS      QUERY                                     SCORE START   END QSIZE IDENTITY  CHROM  STRAND  START       END   SPAN
---------------------------------------------------------------------------------------------------------------------------------
browser details rs145369881_hg19_dbSnp153                    26    62    89   101    88.9%  chr8   -    65462555  65462581     27
browser details rs145369881_hg19_dbSnp153                    26    47    80   101    89.3%  chr7   -   151427090 151427122     33
browser details rs145369881_hg19_dbSnp153                    26    59    84   101   100.0%  chrX   +   123338064 123338089     26
browser details rs145369881_hg19_dbSnp153                    26    47    80   101    88.3%  chr7   +   140523113 140523146     34
browser details rs145369881_hg19_dbSnp153                    26     2    27   101   100.0%  chr5   +    16477419  16477444     26
browser details rs145369881_hg19_dbSnp153                    26    40    78   101    85.8%  chr19  +    14670135  14670171     37
browser details rs145369881_hg19_dbSnp153                    26     1    26   101   100.0%  chr14  +    92631223  92631248     26
browser details rs145369881_hg19_dbSnp153                    26    62    89   101    88.9%  chr1   +    16224869  16224895     27
browser details rs145369881_hg19_dbSnp153                    25    63    89   101    88.5%  chrX   -    15847896  15847921     26
browser details rs145369881_hg19_dbSnp153                    25    60    84   101   100.0%  chr4   -    40593183  40593207     25
browser details rs145369881_hg19_dbSnp153                    25     1    26   101   100.0%  chr4   -    19133171  19133585    415
browser details rs145369881_hg19_dbSnp153                    25    63    89   101    88.5%  chr2   -    65052321  65052346     26
browser details rs145369881_hg19_dbSnp153                    25    60    84   101   100.0%  chrX   +    39621610  39621634     25
browser details rs145369881_hg19_dbSnp153                    25    63    89   101    88.5%  chr9   +   116380470 116380495     26
browser details rs145369881_hg19_dbSnp153                    25    60    84   101   100.0%  chr6   +   155502768 155502792     25
browser details rs145369881_hg19_dbSnp153                    25    59    83   101   100.0%  chr4   +   190670170 190670194     25
browser details rs145369881_hg19_dbSnp153                    25    63    89   101    88.5%  chr3   +    37014036  37014061     26
browser details rs145369881_hg19_dbSnp153                    25     6    30   101   100.0%  chr13  +    83909054  83909078     25
browser details rs145369881_hg19_dbSnp153                    25    60    84   101   100.0%  chr11  +    72633999  72634023     25
browser details rs145369881_hg19_dbSnp153                    24    64    89   101    88.0%  chr7   -    28148647  28148671     25
browser details rs145369881_hg19_dbSnp153                    24     1    26   101    96.2%  chr5   +   139580071 139580096     26
browser details rs145369881_hg19_dbSnp153                    24    64    89   101    88.0%  chr14  +    76403876  76403900     25
browser details rs145369881_hg19_dbSnp153                    24    64    89   101    88.0%  chr11  +   121360101 121360125     25
browser details rs145369881_hg19_dbSnp153                    24    60    83   101   100.0%  chr10  +    93673116  93673139     24
browser details rs145369881_hg19_dbSnp153                    23    63    85   101   100.0%  chr8   -   142418290 142418312     23
browser details rs145369881_hg19_dbSnp153                    23    62    84   101   100.0%  chr5   -      229689    229711     23
browser details rs145369881_hg19_dbSnp153                    23    62    84   101   100.0%  chr3   -   195394345 195394367     23
browser details rs145369881_hg19_dbSnp153                    23    67    90   101   100.0%  chr3   -   159193178 159193207     30
browser details rs145369881_hg19_dbSnp153                    23    62    84   101   100.0%  chr3   -    64002804  64002826     23
browser details rs145369881_hg19_dbSnp153                    23    59    81   101   100.0%  chr2   -   130375324 130375346     23
browser details rs145369881_hg19_dbSnp153                    23    62    84   101   100.0%  chr12  +   121642259 121642281     23
browser details rs145369881_hg19_dbSnp153                    23    62    84   101   100.0%  chr10  +   104505225 104505247     23
browser details rs145369881_hg19_dbSnp153                    22     6    27   101   100.0%  chrX   -   130971916 130971937     22
browser details rs145369881_hg19_dbSnp153                    22    62    83   101   100.0%  chr8   -   108796400 108796421     22
browser details rs145369881_hg19_dbSnp153                    22    65    86   101   100.0%  chr1   -   243268656 243268677     22
browser details rs145369881_hg19_dbSnp153                    22     1    22   101   100.0%  chr4   +   155827281 155827302     22
browser details rs145369881_hg19_dbSnp153                    22    60    81   101   100.0%  chr2   +   192494056 192494077     22
browser details rs145369881_hg19_dbSnp153                    22    63    84   101   100.0%  chr11  +    70997036  70997057     22
browser details rs145369881_hg19_dbSnp153                    21     6    26   101   100.0%  chrX   -    36568401  36568421     21
browser details rs145369881_hg19_dbSnp153                    21    64    84   101   100.0%  chrX   -    19676016  19676036     21
browser details rs145369881_hg19_dbSnp153                    21    64    84   101   100.0%  chr5   -    67214696  67214716     21
browser details rs145369881_hg19_dbSnp153                    21    60    80   101   100.0%  chr2   -   179855511 179855531     21
browser details rs145369881_hg19_dbSnp153                    21    64    84   101   100.0%  chr2   -   114498836 114498856     21
browser details rs145369881_hg19_dbSnp153                    21    65    85   101   100.0%  chr1   -   181278051 181278071     21
browser details rs145369881_hg19_dbSnp153                    21     6    26   101   100.0%  chrX   +    30460051  30460071     21
browser details rs145369881_hg19_dbSnp153                    21    63    83   101   100.0%  chr6   +    16114041  16114061     21
browser details rs145369881_hg19_dbSnp153                    21    61    81   101   100.0%  chr16  +     6982906   6982926     21
browser details rs145369881_hg19_dbSnp153                    21    64    84   101   100.0%  chr1   +   222188266 222188286     21
browser details rs77638744_hg19_dbSnp153Common              101     1   101   101   100.0%  chr7   +   121147808 121147908    101
browser details rs77638744_hg19_dbSnp153Common               88     1    98   101    94.9%  chr5   -   152102420 152102517     98
browser details rs77638744_hg19_dbSnp153Common               84     1   101   101    93.1%  chrY   +    23315563  23316169    607
browser details rs77638744_hg19_dbSnp153Common               83     1    99   101    92.0%  chr8   +    54181510  54181608     99
browser details rs77638744_hg19_dbSnp153Common               71     1    89   101    89.9%  chr4   +    78255940  78256028     89
browser details rs77638744_hg19_dbSnp153Common               45    28    84   101    89.5%  chr6   +    66873658  66873714     57
browser details rs77638744_hg19_dbSnp153Common               28    35    72   101    86.9%  chr11  -     4483809   4483846     38
browser details rs77638744_hg19_dbSnp153Common               27    41    68   101   100.0%  chr2   +   232719854 232720358    505
browser details rs77638744_hg19_dbSnp153Common               23     9    37   101    80.0%  chr1   +   235794945 235794970     26
